ID,Tower company,Structure Type,Radio frequency ,Birds affected,Death Rate(in %),State,Total Towers(Present),Total Towers(before 5 years)
22259,Idea,LTower, 455.00 ,Sparrow,29,Bihar,884,290
22260,Jio,MTower, 421.00 ,Bulbul,68,Chhattisgarh,302,230
22261,Jio,GTower, 340.00 ,Kite,36,Goa,356,72
22262,Airtel,LTower, 693.00 ,Bulbul,35,Gujarat,332,280
22263,BSNL,MTower, 622.00 ,Sparrow,31,Haryana,821,194
22264,Vodafone,GTower, 531.00 ,Spotted Dove,22,Himachal Pradesh,355,133
22265,Idea,LTower, 381.00 ,Kite,72,Jharkhand,106,179
22266,BSNL,GTower, 640.00 ,Bulbul,25,Karnataka,355,274
22267,Jio,LTower, 324.00 ,Sparrow,80,Kerala,496,63
22268,Airtel,MTower, 489.00 ,Spotted Dove,43,Madhya Pradesh,844,208
22269,Vodafone,LTower, 393.00 ,Bulbul,38,Maharashtra,626,111
22270,BSNL,GTower, 526.00 ,Kite,72,Manipur,292,72
22271,Idea,GTower, 598.00 ,Sparrow,80,Meghalaya,618,223
22272,Jio,MTower, 419.00 ,Spotted Dove,29,Mizoram,859,149
22273,Jio,LTower, 364.00 ,Kite,28,Nagaland,176,207
22274,Airtel,MTower, 437.00 ,Bulbul,49,Odisha,805,200
22275,BSNL,GTower, 540.00 ,Sparrow,41,Punjab,100,179
22276,Vodafone,LTower, 530.00 ,Bulbul,61,Rajasthan,228,241
22277,Idea,MTower, 622.00 ,Kite,72,Sikkim,804,248
22278,BSNL,GTower, 533.00 ,Spotted Dove,27,Tamil Nadu,340,55
22279,Jio,LTower, 312.00 ,Sparrow,73,Telangana,396,204
22280,Airtel,GTower, 403.00 ,Sparrow,55,Tripura,802,107
22281,Vodafone,LTower, 450.00 ,Bulbul,61,Uttarakhand,422,117
22282,BSNL,MTower, 321.00 ,Kite,71,Uttar Pradesh,334,279
22283,Idea,LTower, 892.00 ,Bulbul,39,West Bengal,330,192
22284,Jio,GTower, 696.00 ,Sparrow,27,Andhra Pradesh,113,96
22285,Jio,GTower, 610.00 ,Spotted Dove,78,Arunachal Pradesh,415,136
22286,Airtel,MTower, 709.00 ,Kite,61,Assam,330,57
22287,BSNL,LTower, 391.00 ,Bulbul,22,Bihar,437,64
22288,Vodafone,MTower, 592.00 ,Sparrow,46,Chhattisgarh,213,106
22289,Idea,GTower, 500.00 ,Spotted Dove,55,Goa,760,132
22290,BSNL,LTower, 665.00 ,Bulbul,53,Gujarat,545,159
22291,Jio,MTower, 322.00 ,Kite,29,Haryana,847,155
22292,Airtel,GTower, 753.00 ,Sparrow,63,Himachal Pradesh,166,59
22293,Vodafone,LTower, 632.00 ,Spotted Dove,58,Jharkhand,317,297
22294,BSNL,GTower, 857.00 ,Kite,65,Karnataka,169,96
22295,Idea,LTower, 889.00 ,Bulbul,33,Kerala,598,186
22296,Jio,MTower, 598.00 ,Sparrow,21,Madhya Pradesh,808,201
22297,Jio,LTower, 679.00 ,Bulbul,57,Maharashtra,185,239
22298,Airtel,GTower, 314.00 ,Kite,57,Manipur,851,124
22299,BSNL,GTower, 696.00 ,Spotted Dove,56,Meghalaya,672,163
22300,Vodafone,MTower, 596.00 ,Sparrow,78,Mizoram,106,214
22301,Idea,LTower, 495.00 ,Sparrow,71,Nagaland,344,99
22302,BSNL,MTower, 468.00 ,Bulbul,29,Odisha,891,210
22303,Jio,GTower, 810.00 ,Kite,58,Punjab,418,286
22304,Airtel,LTower, 602.00 ,Bulbul,67,Rajasthan,692,129
22305,Vodafone,MTower, 795.00 ,Sparrow,73,Sikkim,194,93
22306,BSNL,GTower, 763.00 ,Spotted Dove,30,Tamil Nadu,392,160
22307,Idea,LTower, 848.00 ,Kite,43,Telangana,823,281
22308,Jio,GTower, 723.00 ,Bulbul,70,Tripura,725,211
22309,Jio,LTower, 741.00 ,Sparrow,26,Uttarakhand,268,173
22310,Airtel,MTower, 349.00 ,Spotted Dove,44,Uttar Pradesh,384,211
22311,BSNL,LTower, 490.00 ,Bulbul,36,West Bengal,879,255
22312,Vodafone,GTower, 824.00 ,Kite,68,Andhra Pradesh,284,146
22313,Idea,GTower, 675.00 ,Sparrow,78,Arunachal Pradesh,302,142
22314,BSNL,MTower, 850.00 ,Spotted Dove,23,Assam,522,257
22315,Jio,LTower, 421.00 ,Kite,63,Bihar,113,215
22316,Airtel,MTower, 891.00 ,Bulbul,56,Chhattisgarh,167,141
22317,Vodafone,GTower, 348.00 ,Sparrow,54,Goa,262,229
22318,BSNL,LTower, 443.00 ,Bulbul,79,Gujarat,620,172
22319,Idea,MTower, 811.00 ,Kite,72,Haryana,565,107
22320,Jio,GTower, 714.00 ,Spotted Dove,24,Andhra Pradesh,264,190
22321,Jio,LTower, 468.00 ,Sparrow,60,Arunachal Pradesh,448,111
22322,Airtel,GTower, 315.00 ,Sparrow,75,Assam,197,161
22323,BSNL,LTower, 356.00 ,Bulbul,69,Bihar,845,60
22324,Vodafone,MTower, 768.00 ,Kite,73,Chhattisgarh,635,84
22325,Idea,LTower, 558.00 ,Bulbul,42,Goa,834,100
22326,BSNL,GTower, 781.00 ,Sparrow,33,Gujarat,713,271
22327,Jio,GTower, 625.00 ,Spotted Dove,28,Haryana,389,102
22328,Airtel,MTower, 451.00 ,Kite,66,Himachal Pradesh,271,233
22329,Vodafone,LTower, 579.00 ,Bulbul,20,Jharkhand,395,89
22330,BSNL,MTower, 727.00 ,Sparrow,30,Karnataka,259,226
22331,Idea,GTower, 617.00 ,Spotted Dove,74,Kerala,392,56
22332,Jio,LTower, 506.00 ,Bulbul,40,Madhya Pradesh,369,213
22333,Jio,MTower, 589.00 ,Kite,47,Maharashtra,297,108
22334,Airtel,GTower, 750.00 ,Sparrow,60,Manipur,404,270
22335,BSNL,LTower, 449.00 ,Spotted Dove,24,Meghalaya,870,181
22336,Vodafone,GTower, 507.00 ,Kite,75,Mizoram,778,278
22337,Idea,LTower, 613.00 ,Bulbul,70,Nagaland,109,145
22338,BSNL,MTower, 649.00 ,Sparrow,53,Odisha,761,229
22339,Jio,LTower, 667.00 ,Bulbul,43,Punjab,165,218
22340,Airtel,GTower, 848.00 ,Kite,58,Rajasthan,573,275
22341,Vodafone,GTower, 601.00 ,Spotted Dove,63,Sikkim,135,229
22342,BSNL,MTower, 443.00 ,Sparrow,64,Tamil Nadu,385,265
22343,Idea,LTower, 460.00 ,Sparrow,64,Telangana,139,132
22344,Jio,MTower, 743.00 ,Bulbul,35,Tripura,781,91
22345,Jio,GTower, 534.00 ,Kite,37,Uttarakhand,876,277
22346,Airtel,LTower, 368.00 ,Bulbul,63,Uttar Pradesh,790,177
22347,BSNL,MTower, 665.00 ,Sparrow,79,West Bengal,563,199
22348,Vodafone,GTower, 357.00 ,Spotted Dove,32,Andhra Pradesh,136,242
22349,Idea,LTower, 431.00 ,Kite,44,Arunachal Pradesh,644,151
22350,BSNL,GTower, 837.00 ,Bulbul,30,Assam,281,170
22351,Jio,LTower, 440.00 ,Sparrow,71,Bihar,145,190
22352,Airtel,MTower, 588.00 ,Spotted Dove,55,Chhattisgarh,260,298
22353,Vodafone,LTower, 827.00 ,Bulbul,38,Goa,723,176
22354,BSNL,GTower, 834.00 ,Kite,66,Gujarat,505,279
22355,Idea,GTower, 433.00 ,Sparrow,76,Haryana,502,200
22356,Jio,MTower, 712.00 ,Spotted Dove,70,Himachal Pradesh,324,100
22357,Jio,LTower, 860.00 ,Kite,42,Jharkhand,308,160
22358,Airtel,MTower, 415.00 ,Bulbul,75,Karnataka,585,202
22359,BSNL,GTower, 845.00 ,Sparrow,46,Kerala,777,190
22360,Vodafone,LTower, 480.00 ,Bulbul,26,Madhya Pradesh,673,224
22361,Idea,MTower, 431.00 ,Kite,75,Maharashtra,504,115
22362,BSNL,GTower, 682.00 ,Spotted Dove,63,Manipur,404,128
22363,Jio,LTower, 470.00 ,Sparrow,63,Meghalaya,218,200
22364,Airtel,GTower, 469.00 ,Sparrow,43,Mizoram,599,129
22365,Vodafone,LTower, 612.00 ,Bulbul,28,Nagaland,434,203
22366,BSNL,MTower, 338.00 ,Kite,37,Odisha,131,167
22367,Idea,LTower, 762.00 ,Bulbul,66,Punjab,898,64
22368,Jio,GTower, 472.00 ,Sparrow,47,Rajasthan,521,160
22369,Jio,GTower, 396.00 ,Spotted Dove,47,Sikkim,888,120
22370,Airtel,MTower, 460.00 ,Kite,63,Tamil Nadu,670,75
22371,BSNL,LTower, 386.00 ,Bulbul,32,Telangana,600,130
22372,Vodafone,MTower, 820.00 ,Sparrow,42,Tripura,727,133
22373,Idea,GTower, 717.00 ,Spotted Dove,34,Uttarakhand,646,213
22374,BSNL,LTower, 638.00 ,Bulbul,61,Uttar Pradesh,113,242
22375,Jio,MTower, 531.00 ,Kite,23,West Bengal,756,111
22376,Airtel,GTower, 870.00 ,Sparrow,69,Andhra Pradesh,235,116
22377,Vodafone,LTower, 566.00 ,Spotted Dove,79,Arunachal Pradesh,338,134
22378,BSNL,GTower, 824.00 ,Kite,63,Assam,213,255
22379,Idea,LTower, 531.00 ,Bulbul,27,Bihar,557,104
22380,Jio,MTower, 618.00 ,Sparrow,56,Chhattisgarh,172,158
22381,Jio,LTower, 686.00 ,Bulbul,66,Goa,391,95
22382,Airtel,GTower, 881.00 ,Kite,30,Gujarat,886,146
22383,BSNL,GTower, 388.00 ,Spotted Dove,40,Haryana,232,280
22384,Vodafone,MTower, 468.00 ,Sparrow,43,Andhra Pradesh,338,154
22385,Idea,LTower, 758.00 ,Sparrow,37,Arunachal Pradesh,429,284
22386,BSNL,MTower, 835.00 ,Bulbul,73,Assam,637,115
22387,Jio,GTower, 350.00 ,Kite,49,Bihar,319,175
22388,Airtel,LTower, 709.00 ,Bulbul,21,Chhattisgarh,218,203
22389,Vodafone,MTower, 803.00 ,Sparrow,63,Goa,201,200
22390,BSNL,GTower, 786.00 ,Spotted Dove,64,Gujarat,731,216
22391,Idea,LTower, 431.00 ,Kite,30,Haryana,874,123
22392,Jio,GTower, 752.00 ,Bulbul,78,Himachal Pradesh,570,160
22393,Jio,LTower, 738.00 ,Sparrow,46,Jharkhand,210,222
22394,Airtel,MTower, 605.00 ,Spotted Dove,34,Karnataka,722,294
22395,BSNL,LTower, 646.00 ,Bulbul,38,Kerala,745,92
22396,Vodafone,GTower, 591.00 ,Kite,42,Madhya Pradesh,113,236
22397,Idea,GTower, 803.00 ,Sparrow,47,Maharashtra,496,219
22398,BSNL,MTower, 475.00 ,Spotted Dove,45,Manipur,447,79
22399,Jio,LTower, 888.00 ,Kite,48,Meghalaya,876,150
22400,Airtel,MTower, 521.00 ,Bulbul,42,Mizoram,682,145
